"","event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","FID","geometry"
"8297","KEN9248","2022-08-06",2022,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Cherab","Yamicha",1,"Daily Nation (Kenya)","National","ON 6 AUGUST 2022, SUSPECTED SAMBURU MILITIA SHOT DEAD A HERDER IN YAMICHA (ISIOLO NORTH, ISIOLO).",1,"",1681253927,354,c(38.8257, 1.905)
"8609","KEN9174","2022-07-24",2022,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Karare","Songa",1,"Star (Kenya); Daily Nation (Kenya)","National","ON 24 JULY 2022, UNIDENTIFIED MILITIA SHOT AND KILLED A HERDER AT LEYAI, WITHIN SONGA (SAKU, MARSABIT). THE MILITIA MADE AWAY WITH 40 ANIMALS.",1,"",1659383489,370,c(37.9667, 2.2)
"8767","KEN9131","2022-07-18",2022,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Laisamis","Laisamis","Laisamis",1,"Daily Nation (Kenya)","National","ON 18 JULY 2022, UNIDENTIFIED MILITIA ATTACKED AND KILLED TWO HERDERS AGED 17 AND 12 IN LAISAMIS (LAISAMIS, MARSABIT).",2,"",1658772268,375,c(37.8, 1.6)
"8815","KEN10745","2022-07-17",2022,2,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu East","Waso","Ndonyo Wasin",1,"TUKO","National","AROUND 17 JULY 2022 (AS REPORTED), A GROUP OF AROUND 50 CATTLE RUSTLERS ATTACKED A CATTLE CONVOY IN NDONYO WASIN (WASO, SAMBURU EAST, SAMBURU). THE CONVOY WAS ESCORTED BY 4 POLICE OFFICERS WHO RESPONDED, RESULTING IN THE DEATH OF SEVERAL CATTLE RUSTLERS (UNKNOWN FATALITIES CODED AS 3). THERE WERE NO FATALITIES AMONGST THE POLICE OFFICERS.",3,"",1679360211,380,c(37.4336, 1.3485)
"8848","KEN9126","2022-07-15",2022,1,"Political violence","Battles","Armed clash","BORANA ETHNIC MILITIA (KENYA)","",4,"GABRA ETHNIC MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Marsabit","North Horr","Turbi","Shurr",1,"Daily Nation (Kenya)","National","ON 15 JULY 2022, GABRA MILITIA REPULSED SUSPECTED BORANA MILITIA WHO WANTED TO STEAL THEIR CATTLE IN SHURR (NORTH HORR, MARSABIT). CASUALTIES UNKNOWN.",0,"",1658772268,386,c(38.2869, 2.0684)
"8905","KEN9112","2022-07-13",2022,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Karare","Kituruni",2,"Star (Kenya)","National","ON 13 JULY 2022, UNIDENTIFIED COMMUNAL MILITIA SHOT AND INJURED A MAN AT EL QARSA, NEAR KITURUNI (SAKU, MARSABIT). THE MILITIA MADE AWAY WITH 40 COWS DURING THE INCIDENT.",0,"",1658175952,389,c(37.9302, 2.1764)
"8931","KEN9118","2022-07-13",2022,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu East","Waso","Ndonyo Wasin",2,"The Star","International","ON 13 JULY 2022, ABOUT 50 SUSPECTED SAMBURU MILITIA CLASHED WITH THE POLICE LONG THE NDONYO WASIN - SEREOLIPI ROAD (CODED TO NDONYO WASIN, SAMBURU EAST, SAMBURU). UNKNOWN NUMBER OF THE MILITIA SUSTAINED GUNSHOT WOUNDS.",0,"",1679360217,391,c(37.4336, 1.3485)
"8970","KEN9083","2022-07-11",2022,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",1,"K24","National","ON 11 JULY 2022, POKOT PASTORAL MILITIA CLASHED WITH SAMBURU PASTORAL MILITIA IN MARALAL (SAMBURU CENTRAL, SAMBURU). ONE PERSON WAS KILLED, AND TWO MINORS SUSTAINED GUNSHOT WOUNDS DURING THE INCIDENT. 20 OF THE 100 STOLEN LIVESTOCK WERE RECOVERED.",1,"",1658175951,392,c(36.698, 1.0968)
"8998","KEN9084","2022-07-10",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","RENDILLES ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","BORANA ETHNIC GROUP (KENYA); PASTORALISTS (KENYA)",7,47,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Saku",2,"Star (Kenya)","National","LOOTING: ON 10 JULY 2022, RENDILLES PASTORAL MILITIA STOLE 99 GOATS FROM THE BORANA PASTORAL COMMUNITY IN OLLA GINDA AREA IN SAKU CONSTITUENCY (CODED AS SAKU, SAKU, MARSABIT). 48 GOATS WERE LATER RECOVERED BY THE ELDERS.",0,"",1658175952,393,c(37.9833, 2.3333)
"9035","KEN10191","2022-07-08",2022,1,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","",6,"","",0,60,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",1,"Capital FM; Citizen (Kenya); Kenya Broadcasting Corporation; Twitter","New media-National","ON 8 JULY 2022, LOCAL RESIDENTS, LED BY A WILDLIFE CONSERVATIONIST, DEMONSTRATED BY CARRYING PLACARDS IN MARALAL (SAMBURU CENTRAL, SAMBURU), AGAINST THE STATEMENT BY ROOTS PARTY PRESIDENTIAL CANDIDATE PROFILING HYENAS AND SNAKES AS ANIMALS OF HIGH VALUE, THAT WILL GENERATE REVENUE FOR THE COUNTRY FROM HIS MANIFESTO. THE GROUP DEMANDED THE PRESIDENTIAL CANDIDATE TO WITHDRAW THE STATEMENT.",0,"crowd size=no report",1676323318,394,c(36.698, 1.0968)
"9098","KEN9048","2022-07-05",2022,2,"Political violence","Violence against civilians","Attack","TURKANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Kenya Standard; Twitter","New media-National","AROUND 5 JULY 2022 (AS REPORTED), SUSPECTED TURKANA PASTORAL MILITIA SHOT AND INJURED ONE PERSON IN BARAGOI (SAMBURU NORTH, SAMBURU). THE MILITIA MADE AWAY WITH MORE THAN 50 GOATS.",0,"",1657570798,396,c(36.7833, 1.7833)
"9171","KEN9026","2022-07-02",2022,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-) KENYA WILDLIFE SERVICE RANGERS","",1,14,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Oldonyiro","Oldonyiro",1,"Daily Nation (Kenya); Citizen (Kenya)","National","ON 2 JULY 2022, SUSPECTED SAMBURU MILITIA ATTACKED A KENYA WILDLIFE SERVICE (KWS) FIELD STATION IN OLDONYIRO (ISIOLO, ISIOLO). ONE OFFICER WAS KILLED AND ANOTHER INJURED, AS THE MILITIA MADE AWAY WITH THREE FIREARMS AND SEVERAL ASSORTED ROUNDS OF AMMUNITION.",1,"",1657570798,398,c(36.9763, 0.6251)
"9183","KEN9047","2022-07-02",2022,1,"Political violence","Violence against civilians","Attack","BORANA ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Lagdera","Benane","Benane",2,"Ebru Television; Kenya Broadcasting Corporation","National","ON 2 JULY 2022, SUSPECTED BORANA MILITIA ATTACKED KOMBOLA AND GILBISH AREAS WITHIN BANANE (CODED TO BENANE, LAGDERA, GARISSA). TWO PEOPLE WERE KILLED AND SEVERAL HUNDREDS OF LIVESTOCK WERE STOLEN DURING THE INCIDENT.",2,"",1676323321,399,c(38.6667, 0.5)
"9466","SOM37168","2022-06-22",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"","",0,80,"",706,"Eastern Africa","Somalia","Gedo","Ceel Waaq","","Buusaar",1,"Caasimada; Horseed Media; Shabelle Media Network","National","ON 22 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST CIVILIAN PASTORALISTS IN BUUSAAR VILLAGE (CEEL WAAQ, GEDO) GARSAALE (CODED SEPARATELY), AND KHADIJO HAGI (CODED SEPARATELY). CASUALTIES UNKNOWN.",0,"",1679360219,409,c(41.3225, 2.6722)
"9467","SOM37169","2022-06-22",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"","",0,80,"",706,"Eastern Africa","Somalia","Gedo","Ceel Waaq","","Garsaale",1,"Caasimada; Horseed Media; Shabelle Media Network","National","ON 22 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST CIVILIAN PASTORALISTS IN GARSAALE VILLAGE (CEEL WAAQ, GEDO) BUUSAAR (CODED SEPARATELY) AND KHADIJO HAGI (CODED SEPARATELY). CASUALTIES UNKNOWN.",0,"",1679360219,410,c(41.2742, 2.8194)
"9468","SOM37170","2022-06-22",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"","",0,80,"",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Khadijo Hagi",2,"Caasimada; Horseed Media; Shabelle Media Network","National","ON 22 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST CIVILIAN PASTORALISTS IN WARGADUUD AND KHADIJO HAGI VILLAGES (BELET XAAWO, GEDO) BUUSAAR (CODED SEPARATELY) AND GARSAALE (CODED SEPARATELY). CASUALTIES UNKNOWN.",0,"",1679360219,411,c(41.6947, 3.629)
"9549","KEN8910","2022-06-18",2022,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","WOMEN (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Chari","Dogo Gicha",2,"Citizen (Kenya); Star (Kenya); Kenya Standard","National","ON 18 JUNE 2022, SUSPECTED SAMBURU PASTORAL MILITIA SHOT AND KILLED A WOMAN AND HER TWO CHILDREN (AGED 3 AND 10) IN ALIOMATUMA VILLAGE NEAR DOGO GICHA (MERTI, ISIOLO). THE MILITIA INJURED THE FATHER AND MADE AWAY WITH OVER 1000 LIVESTOCK.",3,"",1656362220,413,c(38.4838, 1.2181)
"9566","KEN8911","2022-06-18",2022,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-2022)","POLICE FORCES OF KENYA (2013-2022) NATIONAL POLICE RESERVISTS",1,14,"",404,"Eastern Africa","Kenya","Isiolo","Merti","Chari","Dogo Gicha",1,"Citizen (Kenya); Kenya Standard; Star (Kenya)","National","ON 18 JUNE 2022, SUSPECTED SAMBURU MILITIA CLASHED WITH THE POLICE AND NPRS IN DOGO GICHA (MERTI, ISIOLO). THREE PEOPLE WERE KILLED, SEVEN INJURED AND 78 CAMELS OUT OF THE 1000 STOLEN LIVESTOCK STOLEN DURING ANOTHER INCIDENT (CODED SEPARATELY) WERE RECOVERED DURING THE INCIDENT.",3,"",1679360217,414,c(38.4838, 1.2181)
"9668","KEN8895","2022-06-15",2022,1,"Political violence","Violence against civilians","Attack","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","WOMEN (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Suguta Marmar","Longewan",1,"Citizen (Kenya); Kenya Broadcasting Corporation","National","ON 15 JUNE 2022, SUSPECTED POKOT PASTORAL MILITIA SHOT AND KILLED A WOMAN IN LONGEWAN (SAMBURU CENTRAL, SAMBURU). THE MILITIA MADE AWAY WITH 15 GOATS.",1,"",1676323321,417,c(36.5422, 0.858)
"9670","SOM37108","2022-06-15",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Likolay",1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Radio Risala; Shabelle Media Network","National","ON 15 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST PASTORALIST IN LIKOLAY VILLAGE (BELET XAAWO, GEDO) BUUSAAR, GARSAALE, AND CEEL CADDE (CODED SEPARATELY). THERE WERE NO FATALITIES. CIVILIANS AND ANIMALS WERE INJURED.",0,"",1679360219,418,c(41.5546, 3.072)
"9671","SOM37109","2022-06-15",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Ceel Waaq","","Buusaar",1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Radio Risala; Shabelle Media Network","National","ON 15 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST PASTORALISTS IN BUUSAAR VILLAGE (CEEL WAAQ, GEDO) LIKOLAY, GARSAALE, AND CEEL CADDE (CODED SEPARATELY). THERE WERE NO FATALITIES. CIVILIANS AND ANIMALS WERE INJURED.",0,"",1679360219,419,c(41.3225, 2.6722)
"9672","SOM37110","2022-06-15",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Ceel Waaq","","Garsaale",1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Radio Risala; Shabelle Media Network","National","ON 15 JUNE 2022, KENYA SECURITY FORCES CONDUCTED AN AIRSTRIKE AGAINST PASTORALISTS IN GARSAALE VILLAGE (CEEL WAAQ, GEDO) BUUSAAR, LIKOLAY, AND CEEL CADDE (CODED SEPARATELY). THERE WERE NO FATALITIES. CIVILIANS AND ANIMALS WERE INJURED.",0,"",1679360219,420,c(41.2742, 2.8194)
"9772","KEN10264","2022-06-12",2022,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"National Police Service-Kenya","Other","ON 12 JUNE 2022, AN UNIDENTIFIED PASTORAL MILITIA ATTACKED HERDERS NEAR THE MARSABIT FOREST (MARSABIT CENTRAL, SAKU, MARSABIT). THEY STOLE 60 COWS AND ESCAPED TOWARDS MARSABIT FOREST. POLICE OFFICERS PURSUED THE GROUP AND RECOVERED ALL THE COWS. THERE WERE NO FATALITIES.",0,"",1679360210,424,c(37.983, 2.333)
"10002","SOM36993","2022-06-02",2022,1,"Political violence","Violence against civilians","Attack","MAREHAN CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA); OGADEN-MOHAMED ZUBEYR CLAN GROUP (SOMALIA)",7,47,"Civilian targeting",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dhobley",2,"Caasimada; Radio Risala","National","ON 2 JUNE 2022, OVERNIGHT, MAREHAN CLAN MILITIA SHOT AND KILLED TWO PASTORALISTS FROM OGADEN-MOHAMED ZUBEYR CLAN GROUP NEAR DHOBLEY TOWN (AFMADOW, LOWER JUBA). THE MOTIVE OF ATTACK WAS RELATED TO CLAN REVENGE.",2,"",1654541225,435,c(41.0124, 0.4063)
"10064","SOM36987","2022-05-31",2022,1,"Political violence","Battles","Armed clash","OGADEN-MOHAMED ZUBEYR CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,"MAREHAN CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,44,"",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dif",2,"Undisclosed Source","Local partner-Other","ON 31 MAY 2022, OGADEN-MOHAMED ZUBEYR CLAN MILITIA CLASHED WITH MAREHAN CLAN MILITIA NEAR DIF VILLAGE (AFMADOW, LOWER JUBA). THREE PEOPLE AND SEVERAL ANIMALS WERE KILLED. THE MOTIVE OF THE ATTACK WAS RELATED TO A DISPUTE OVER WATER RESOURCES AND GRAZING LAND BETWEEN THE CLANS.",3,"",1654541227,439,c(41.0616, 0.9625)
"10715","KEN8695","2022-05-08",2022,1,"Political violence","Violence against civilians","Sexual violence","BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","MEN (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Lagdera","Modogashe","Modikare",2,"NTV (Kenya)","New media","ON 8 MAY 2022, PRESUMED BORANA MILITIA SEXUALLY ASSAULTED A MAN (STRIPPED NAKED AND BEAT) IN LAGDERA NEAR MODIKARE (LAGDERA, GARISSA). THE MILITIA MADE AWAY WITH OVER 2000 LIVESTOCK.",0,"",1652725048,450,c(38.8944, 0.402)
"10958","KEN8655","2022-04-28",2022,1,"Political violence","Violence against civilians","Attack","GABRA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","GOVERNMENT OF KENYA (2013-2022); RENDILLES ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","North Horr",2,"Citizen (Kenya); Kenya Standard; Star (Kenya)","National","ON 28 APRIL 2022, SUSPECTED GABRA MILITIA SHOT AND KILLED 5 PEOPLE, INCLUDING 2 GOVERNMENT ADMINISTRATORS (BELIEVED TO BE FROM THE RENDILE ETHNIC GROUP), WITHIN AWAYE, NEAR NORTH HORR (NORTH HORR, MARSABIT). TWELVE OTHER PEOPLE, INCLUDING A MEMBER OF COUNTY ASSEMBLY WENT MISSING FOLLOWING THE INCIDENT.",5,"",1683058334,460,c(37.0667, 3.3167)
"11247","KEN8619","2022-04-18",2022,1,"Political violence","Violence against civilians","Attack","SOMALI ETHNIC MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","MERU ETHNIC GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Meru","Tigania West","Athwana","Ntulili",1,"Star (Kenya); Daily Nation (Kenya)","National","ON 18 APRIL 2022, SUSPECTED SOMALI ETHNIC MILITIA SHOT AND KILLED FIVE PEOPLE (BELIEVED TO BE OF MERU ETHNICITY) WITHIN NTULILI (TIGANIA EAST, MERU). THE ATTACK IS BELIEVED TO HAVE BEEN A RETALIATION FOLLOWING THE KILLING OF 10 CAMELS BY UNKNOWN PEOPLE (CODED SEPARATELY).",5,"",1653951644,471,c(37.5978, 0.34)
"11432","KEN8507","2022-04-12",2022,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Star (Kenya)","National","ON 12 APRIL 2022, UNIDENTIFIED ARMED GROUP SHOT AND KILLED A HERDER AT OLA GINDA/ OLLA GINDA GRAZING FIELD, [CODED TO NEAREST TOWN, MARSABIT, SAKU, MARSABIT).",1,"",1650311549,477,c(37.983, 2.333)
"11566","KEN8458","2022-04-08",2022,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Burat","Leparua",1,"Daily Nation (Kenya)","National","ON 8 APRIL 2022, SUSPECTED SAMBURU PASTORAL MILITIA SHOT AND KILLED 9 PEOPLE, INCLUDING 6 CAMEL HERDERS, WHILE FOUR OTHERS SUSTAINED GUNSHOT WOUNDS AT THE LIVESTOCK MARKETING DIVISION (LMD) AREA WITHIN LEPARUA (ISIOLO, ISIOLO).",9,"",1649703525,480,c(37.4473, 0.38)
"11912","KEN8391","2022-03-25",2022,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Chari","Kom",1,"Daily Nation (Kenya)","National","ON 25 MARCH 2022, SUSPECTED SAMBURU PASTORAL MILITIA SHOT AND KILLED ONE PERSON WHILE TWO OTHERS SUSTAINED GUNSHOT WOUNDS AT KOM DURTE (MERTI, ISIOLO).",1,"",1649098463,491,c(38.0333, 1.0833)
"11913","KEN8428","2022-03-25",2022,1,"Demonstrations","Protests","Peaceful protest","PROTESTERS (KENYA)","",6,"","",0,60,"",404,"Eastern Africa","Kenya","Isiolo","Merti","Chari","Kom",1,"Daily Nation (Kenya)","National","ON 25 MARCH 2022, YOUTH STAGED A PROTEST IN KOM DURTE (MERTI, ISIOLO) AGAINST THE RISING CASES OF INSECURITY IN THE AREA. THE GROUP DEMANDED THE GOVERNMENT TO REMOVE ARMED HERDERS AND ENHANCE SECURITY ALONG THE LOSESIA-KOM ROUTE.",0,"crowd size=no report",1649098463,492,c(38.0333, 1.0833)
"12021","KEN8358","2022-03-20",2022,1,"Demonstrations","Riots","Violent demonstration","RIOTERS (KENYA)","",5,"","",0,50,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Ngare Mara","Ngeramara",1,"Daily Nation (Kenya)","National","ON 20 MARCH 2022, LOCAL RESIDENTS STAGED A DEMONSTRATION BY BARRICADING THE ISIOLO-ARCHERS POST ROAD WITH BONFIRES IN NGERAMARA TOWN (ISIOLO, ISIOLO) OVER INCREASED CASES OF LIVESTOCK THEFT. THE INCIDENT LEFT MANY MOTORISTS STRANDED.",0,"crowd size=no report",1648497327,497,c(37.623, 0.5965)
"12046","KEN8359","2022-03-19",2022,1,"Political violence","Violence against civilians","Sexual violence","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","TURKANA ETHNIC GROUP (KENYA); WOMEN (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Ngare Mara","Ngeramara",2,"Citizen (Kenya); Daily Nation (Kenya)","National","ON 19 MARCH 2022, SUSPECTED SAMBURU PASTORAL MILITIA ATTACKED AREGAE NEIGHBORHOOD NEAR NGERAMARA TOWN (ISIOLO, ISIOLO). THE MILITIA RAPED A 50-YEAR-OLD WOMAN (BELIEVED TO BE TURKANA IN ETHNICITY), BEFORE MAKING AWAY WITH MORE THAN 500 GOATS AND 11 COWS.",0,"",1648497327,501,c(37.623, 0.5965)
"12064","KEN10800","2022-03-19",2022,1,"Political violence","Violence against civilians","Sexual violence","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA); WOMEN (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",1,"Citizen (Kenya)","National","ON 19 MARCH 2022, UNIDENTIFIED ARMED MEN ABDUCTED AND RAPED A 50-YEAR-OLD WOMAN IN ISIOLO (BULA PESA, ISIOLO, ISIOLO). THEY STOLE 25 COWS AND OVER 700 GOATS BEFORE MAKING IT AWAY.",0,"",1676323320,503,c(37.5822, 0.3546)
"12172","KEN8336","2022-03-15",2022,1,"Political violence","Battles","Armed clash","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu Central","Maralal","Maralal",2,"People Daily; Star (Kenya)","National","ON 15 MARCH 2022, SUSPECTED SAMBURU PASTORALISTS ATTACKED LODOKOJEK POLICE POST NEAR MARALAL TOWN (SAMBURU), AND SHOT ONE POLICE OFFICER DEAD. THE MILITIA MADE AWAY WITH FOUR RIFLES AND 200 BULLETS.",1,"",1679360217,507,c(36.698, 1.0968)
"12230","SOM36326","2022-03-13",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","MILITARY FORCES OF KENYA (2013-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Haawina",1,"Somali Memo; Undisclosed Source","Local partner-Other","ON 13 MARCH 2022, SUSPECTED KENYAN SECURITY FORCES CONDUCTED AN AIR STRIKE AGAINST CIVILIAN PASTORALISTS AT HAAWINA (AFMADOW, LOWER JUBA). ONE PERSON WAS KILLED AND AN UNCONFIRMED NUMBER OF CIVILIANS WERE INJURED.",1,"",1679360219,511,c(41.25, 0.27)
"12468","KEN8308","2022-03-03",2022,1,"Political violence","Violence against civilians","Attack","BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","DEGODIA ETHNIC GROUP (KENYA); LABOR GROUP (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu East","Waso","Archers Post",2,"Daily Nation (Kenya); NTV (Kenya)","New media-National","ON 3 MARCH 2022, SUSPECTED BORANA ETHNIC MILITIA SHOT AND KILLED ONE ETHNIC DEGODIA LORRY DRIVER NEAR ARCHERS POST (SAMBURU EAST, SAMBURU COUNTY). THE MOTIVE WAS DUE TO RETALIATORY ATTACK.",1,"",1647897722,521,c(37.6752, 0.644)
